Job Title,Salary Minimum,Salary Maximum,Salary Average,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Average Hourly Rate,Converted Salary,City,State
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu, HI
Data Analyst,90 ,110,100000 ,4.6,Store Space Self Storage,"Greenwood Village, CO",201 to 500 Employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,100000 ,Greenwood Village, CO
Jr. Data Analyst,34.00 ,36.00,35.00 ,4.9,Spartan Capital Group LLC,Remote,1 to 50 Employees,2018.0,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),1,72800,Remote,Remote
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta, GA
Administrative Assistant / Data Analyst Supporting the USPIS,26.92 ,26.92,26.92 ,3.3,FSA Federal,"New York, NY",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,54080,New York, NY
Data Analyst (focus on PowerBI and DAX),80 ,100,90000 ,5.0,RSM Solutions Inc,Remote,1 to 50 Employees,,Contract,Business Consulting,Management & Consulting,Less than $1 million (USD),0,90000 ,Remote,Remote
Data Analyst,45 ,83,61122 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,61122 ,Batavia, IL
Data Analyst I,43 ,76,56918 ,3.5,Centene Corporation,"Clayton, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,56918 ,Clayton, MO
Data Analyst (remote),60 ,80,70000 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,70000 ,Denver, CO
Data Analyst,52 ,95,70327 ,3.6,Vanguard,"Malvern, PA",10000+ Employees,1975.0,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,70327 ,Malvern, PA
Data Analyst I,44 ,87,61903 ,3.8,Astreya,"Denver, CO",1001 to 5000 Employees,2001.0,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD),0,61903 ,Denver, CO
Junior Data Analyst,51 ,85,67909 ,,Professional Services,"Hackensack, NJ",,,,,,,0,67909 ,Hackensack, NJ
Data Analyst Supporting the FBI,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Manassas, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,52000,Manassas, VA
Data Analyst,55 ,112,78511 ,3.8,"Disney Parks,Parks, Experiences and Products","New York, NY",10000+ Employees,1901.0,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),0,78511 ,New York, NY
Remote Data Manipulation Analyst,100 ,120,110000 ,4.1,Michael Page,"Bensalem, PA",201 to 500 Employees,,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,0,110000 ,Bensalem, PA
Jr. Data Analyst,50 ,100,75000 ,4.4,Internal Data Resources,"Dallas, TX",201 to 500 Employees,1998.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),0,75000 ,Dallas, TX
Data Analyst,59.00 ,59.00,59.00 ,4.0,Creative Circle,"Mountain View, CA",201 to 500 Employees,2002.0,Company - Public,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,122720,Mountain View, CA
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,95000 ,Remote,Remote
Data Analyst ($20 - $25/hour),20.00 ,25.00,22.50 ,3.3,Equity Staffing Group,Remote,501 to 1000 Employees,2009.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,45760,Remote,Remote
Data Analyst -,70 ,70,70000 ,3.9,AppleOne,"Delray Beach, FL",1001 to 5000 Employees,1964.0,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $2 billion (USD),0,70000 ,Delray Beach, FL
Data Analyst needed! Start ASAP!,55 ,65,60000 ,4.1,Noor Staffing Group,"New York, NY",51 to 200 Employees,2015.0,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,0,60000 ,New York, NY
Junior Business Analyst,55 ,55,55000 ,3.8,Vaco,"East Lansing, MI",501 to 1000 Employees,2002.0,Company - Private,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),0,55000 ,East Lansing, MI
Statistical Data Analyst,50 ,61,55525 ,4.1,University of South Florida,"Tampa, FL",10000+ Employees,1956.0,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),0,55525 ,Tampa, FL
Data Analyst - Tarrant County,30 ,69,45611 ,5.0,Tarrant County Homeless Coalition,"Fort Worth, TX",1 to 50 Employees,,Nonprofit Organization,,,Unknown / Non-Applicable,0,45611 ,Fort Worth, TX
Management Program Analyst,84 ,109,96321 ,4.1,Centers for Disease Control and Prevention,"Atlanta, GA",10000+ Employees,1946.0,Government,National Agencies,Government & Public Administration,$2 to $5 billion (USD),0,96321 ,Atlanta, GA
Data Analyst - Merchandising (Remote),40 ,89,59811 ,3.8,CustomInk,"New York, NY",1001 to 5000 Employees,2000.0,Company - Private,Other Retail Stores,Retail & Wholesale,$100 to $500 million (USD),0,59811 ,New York, NY
Assistant Business and Data Analyst,53 ,108,75736 ,3.8,Church Pension Group Services Corporation,"New York, NY",201 to 500 Employees,1917.0,Nonprofit Organization,Insurance Carriers,Insurance,$10 to $25 million (USD),0,75736 ,New York, NY
Business Data Analyst II,75 ,75,75000 ,3.5,CEVA Logistics,"Mount Juliet, TN",10000+ Employees,1946.0,Company - Private,Shipping & Trucking,Transportation & Logistics,$10+ billion (USD),0,75000 ,Mount Juliet, TN
Business Data Analyst II,75 ,75,75000 ,3.5,CEVA Logistics,"Mount Juliet, TN",10000+ Employees,1946.0,Company - Private,Shipping & Trucking,Transportation & Logistics,$10+ billion (USD),0,75000 ,Mount Juliet, TN
Administrative Assistant / Data Analyst Supporting the USPIS,26.92 ,26.92,26.92 ,3.3,FSA Federal,"New York, NY",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,54080,New York, NY
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta, GA
Data Analyst,45 ,83,61122 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,61122 ,Batavia, IL
Data Analyst (focus on PowerBI and DAX),80 ,100,90000 ,5.0,RSM Solutions Inc,Remote,1 to 50 Employees,,Contract,Business Consulting,Management & Consulting,Less than $1 million (USD),0,90000 ,Remote,Remote
Data Analyst I,44 ,87,61903 ,3.8,Astreya,"Denver, CO",1001 to 5000 Employees,2001.0,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD),0,61903 ,Denver, CO
Data Analyst (remote),60 ,80,70000 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,70000 ,Denver, CO
Data Analyst I,43 ,76,56918 ,3.5,Centene Corporation,"Clayton, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,56918 ,Clayton, MO
Data Analyst,52 ,95,70327 ,3.6,Vanguard,"Malvern, PA",10000+ Employees,1975.0,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,70327 ,Malvern, PA
Data Analyst,55 ,112,78511 ,3.8,"Disney Parks,Parks, Experiences and Products","New York, NY",10000+ Employees,1901.0,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),0,78511 ,New York, NY
Business Analyst II - Remote,53 ,109,75810 ,3.5,Centene Corporation,"Chesterfield, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,75810 ,Chesterfield, MO
Business Analyst II - Remote,53 ,109,75810 ,3.5,Centene Corporation,"Chesterfield, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,75810 ,Chesterfield, MO
Data Analyst,59.00 ,59.00,59.00 ,4.0,Creative Circle,"Mountain View, CA",201 to 500 Employees,2002.0,Company - Public,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,122720,Mountain View, CA
Remote Data Manipulation Analyst,100 ,120,110000 ,4.1,Michael Page,"Bensalem, PA",201 to 500 Employees,,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,0,110000 ,Bensalem, PA
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,95000 ,Remote,Remote
Data Analyst,59.00 ,59.00,59.00 ,4.0,Creative Circle,"Mountain View, CA",201 to 500 Employees,2002.0,Company - Public,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,122720,Mountain View, CA
Data Analyst ($20 - $25/hour),20.00 ,25.00,22.50 ,3.3,Equity Staffing Group,Remote,501 to 1000 Employees,2009.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,45760,Remote,Remote
Data Analyst -,70 ,70,70000 ,3.9,AppleOne,"Delray Beach, FL",1001 to 5000 Employees,1964.0,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $2 billion (USD),0,70000 ,Delray Beach, FL
Data Analyst needed! Start ASAP!,55 ,65,60000 ,4.1,Noor Staffing Group,"New York, NY",51 to 200 Employees,2015.0,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,0,60000 ,New York, NY
Junior Business Analyst,55 ,55,55000 ,3.8,Vaco,"East Lansing, MI",501 to 1000 Employees,2002.0,Company - Private,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),0,55000 ,East Lansing, MI
Management Program Analyst,84 ,109,96321 ,4.1,Centers for Disease Control and Prevention,"Atlanta, GA",10000+ Employees,1946.0,Government,National Agencies,Government & Public Administration,$2 to $5 billion (USD),0,96321 ,Atlanta, GA
Data Analyst,64 ,120,87706 ,3.9,Hulu,"Santa Monica, CA",1001 to 5000 Employees,2007.0,Company - Private,Broadcast Media,Media & Communication,$1 to $2 billion (USD),0,87706 ,Santa Monica, CA
Data Analyst,46 ,98,66807 ,4.7,ARK Solutions,"Richmond, VA",201 to 500 Employees,2003.0,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),0,66807 ,Richmond, VA
Data Analyst - Tarrant County,30 ,69,45611 ,5.0,Tarrant County Homeless Coalition,"Fort Worth, TX",1 to 50 Employees,,Nonprofit Organization,,,Unknown / Non-Applicable,0,45611 ,Fort Worth, TX
IT Interface Analyst (FT) Data Management,41 ,88,60354 ,2.7,Ballad Health,"Johnson City, TN",10000+ Employees,2018.0,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,60354 ,Johnson City, TN
IT-Data Analyst,45 ,82,61021 ,3.9,Federated Mutual Insurance Company,"Owatonna, MN",1001 to 5000 Employees,1904.0,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,61021 ,Owatonna, MN
Data Analyst,45 ,88,62785 ,3.7,Navian Hawaii,"Honolulu, HI",51 to 200 Employees,,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,62785 ,Honolulu, HI
Data Analyst - Merchandising (Remote),40 ,89,59811 ,3.8,CustomInk,"New York, NY",1001 to 5000 Employees,2000.0,Company - Private,Other Retail Stores,Retail & Wholesale,$100 to $500 million (USD),0,59811 ,New York, NY
Data Analyst II,62 ,101,79626 ,3.2,1199SEIU Benefit and Pension Funds,"New York, NY",1001 to 5000 Employees,,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,79626 ,New York, NY
Data Science Analyst,49 ,93,67687 ,3.9,MedPro Group,"Fort Wayne, IN",501 to 1000 Employees,1899.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,67687 ,Fort Wayne, IN
Clinical Application Data Analyst,58 ,105,77804 ,4.5,Kahuku Medical Center,"Kahuku, HI",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,77804 ,Kahuku, HI
Data and Systems Analyst,62 ,111,82954 ,3.6,XLA Associates,"Lorton, VA",201 to 500 Employees,1989.0,Private Practice / Firm,Business Consulting,Management & Consulting,$25 to $50 million (USD),0,82954 ,Lorton, VA
Health Program Analyst II - ACDC Epi & Data Unit - Data Science & Systems,48.90 ,48.90,48.90 ,4.2,"Healthcare Staffing Professionals, Inc.","Los Angeles, CA",1 to 50 Employees,2006.0,Company - Public,Health Care Services & Hospitals,Healthcare,$10 to $25 million (USD),1,99840,Los Angeles, CA
Data Modelling Analyst,40 ,85,58299 ,3.9,Aurora Energy Research Limited,"Austin, TX",201 to 500 Employees,2013.0,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,0,58299 ,Austin, TX
Data & Statistical Analyst I,55 ,103,74790 ,3.0,ProAssurance,"Lancaster, PA",501 to 1000 Employees,1978.0,Company - Public,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,74790 ,Lancaster, PA
Assistant Business and Data Analyst,53 ,108,75736 ,3.8,Church Pension Group Services Corporation,"New York, NY",201 to 500 Employees,1917.0,Nonprofit Organization,Insurance Carriers,Insurance,$10 to $25 million (USD),0,75736 ,New York, NY
"Data Analyst, Firm Analytics",66 ,109,87919 ,3.9,EDWARD JONES,"Saint Charles, IL",10000+ Employees,1922.0,Company - Private,Investment & Asset Management,Financial Services,$5 to $10 billion (USD),0,87919 ,Saint Charles, IL
Merchandising Specialist - Data & Analytics,44 ,81,59873 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,59873 ,Batavia, IL
Business Analyst I,45 ,75,57805 ,3.9,Miami University,"Oxford, OH",5001 to 10000 Employees,1809.0,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),0,57805 ,Oxford, OH
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu, HI
"Data Analyst, Commercial Buildings and Integrated Systems",80 ,86,83000 ,3.6,Northwest Energy Efficiency Alliance,Remote,51 to 200 Employees,1996.0,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,$25 to $50 million (USD),0,83000 ,Remote,Remote
Data Analyst,70 ,80,75000 ,3.7,Fastaff,Remote,51 to 200 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,75000 ,Remote,Remote
Senior Data Quality Analyst – Healthcare Claims Data and Integration,69 ,99,83950 ,4.1,"Vizient, Inc.",Remote,1001 to 5000 Employees,1977.0,Company - Private,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),0,83950 ,Remote,Remote
Data Analyst (SQL),159 ,159,159100 ,3.6,Peraton,"Seaside, CA",10000+ Employees,2017.0,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),0,159100 ,Seaside, CA
Data Analyst,80 ,90,85000 ,,I.E.S.,"Dallas, TX",,,,,,,0,85000 ,Dallas, TX
Data & BI Analyst I,66 ,109,87919 ,3.9,EDWARD JONES,"Saint Charles, IL",10000+ Employees,1922.0,Company - Private,Investment & Asset Management,Financial Services,$5 to $10 billion (USD),0,87919 ,Saint Charles, IL
Statistical Data Analyst,60 ,80,70000 ,4.4,Pattern,"Omaha, NE",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,0,70000 ,Omaha, NE
Data Analyst,50 ,98,73786 ,3.8,Nationwide Children's Hospital,"Columbus, OH",10000+ Employees,1892.0,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $2 billion (USD),0,73786 ,Columbus, OH
Underwriting Data Analyst I,47 ,78,60754 ,3.7,DentaQuest,"Boston, MA",1001 to 5000 Employees,2001.0,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),0,60754 ,Boston, MA
Business Data Analyst II,75 ,75,75000 ,3.5,CEVA Logistics,"Mount Juliet, TN",10000+ Employees,1946.0,Company - Private,Shipping & Trucking,Transportation & Logistics,$10+ billion (USD),0,75000 ,Mount Juliet, TN
Junior Data Analyst,26.00 ,30.00,28.00 ,4.5,Veriant Solutions,"San Antonio, TX",1 to 50 Employees,2011.0,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),1,58240,San Antonio, TX
IT Interface Analyst (FT) Data Management,41 ,88,60354 ,2.7,Ballad Health,"Johnson City, TN",10000+ Employees,2018.0,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,60354 ,Johnson City, TN
IT-Data Analyst,45 ,82,61021 ,3.9,Federated Mutual Insurance Company,"Owatonna, MN",1001 to 5000 Employees,1904.0,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,61021 ,Owatonna, MN
Data Analyst II,62 ,101,79626 ,3.2,1199SEIU Benefit and Pension Funds,"New York, NY",1001 to 5000 Employees,,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,79626 ,New York, NY
Data Science Analyst,49 ,93,67687 ,3.9,MedPro Group,"Fort Wayne, IN",501 to 1000 Employees,1899.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,67687 ,Fort Wayne, IN
Medical Data Analyst,65 ,71,68000 ,,"Denver Indian Health and Family Services, Inc.","Denver, CO",,,,,,,0,68000 ,Denver, CO
Clinical Application Data Analyst,58 ,105,77804 ,4.5,Kahuku Medical Center,"Kahuku, HI",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,77804 ,Kahuku, HI
Health Program Analyst II - ACDC Epi & Data Unit - Data Science & Systems,48.90 ,48.90,48.90 ,4.2,"Healthcare Staffing Professionals, Inc.","Los Angeles, CA",1 to 50 Employees,2006.0,Company - Public,Health Care Services & Hospitals,Healthcare,$10 to $25 million (USD),1,99840,Los Angeles, CA
Data Modelling Analyst,40 ,85,58299 ,3.9,Aurora Energy Research Limited,"Austin, TX",201 to 500 Employees,2013.0,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,0,58299 ,Austin, TX
Data & Statistical Analyst I,55 ,103,74790 ,3.0,ProAssurance,"Lancaster, PA",501 to 1000 Employees,1978.0,Company - Public,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,74790 ,Lancaster, PA
Business Analyst I,45 ,75,57805 ,3.9,Miami University,"Oxford, OH",5001 to 10000 Employees,1809.0,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),0,57805 ,Oxford, OH
Senior Data Analyst,77 ,142,104871 ,3.6,Point32Health,"Canton, MA",1001 to 5000 Employees,2021.0,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,104871 ,Canton, MA
Merchandising Specialist - Data & Analytics,44 ,81,59873 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,59873 ,Batavia, IL
IT Business Analyst,85 ,100,92500 ,,VeriCour,"Denver, CO",1 to 50 Employees,,Company - Private,,,Less than $1 million (USD),0,92500 ,Denver, CO
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu, HI
Assistant Business and Data Analyst,53 ,108,75736 ,3.8,Church Pension Group Services Corporation,"New York, NY",201 to 500 Employees,1917.0,Nonprofit Organization,Insurance Carriers,Insurance,$10 to $25 million (USD),0,75736 ,New York, NY
Senior Data Analyst,105 ,109,107000 ,,"J2A Systems, LLC",Remote,,,,,,,0,107000 ,Remote,Remote
Data Analyst,70 ,80,75000 ,3.7,Fastaff,Remote,51 to 200 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,75000 ,Remote,Remote
"Data Analyst, Commercial Buildings and Integrated Systems",80 ,86,83000 ,3.6,Northwest Energy Efficiency Alliance,Remote,51 to 200 Employees,1996.0,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,$25 to $50 million (USD),0,83000 ,Remote,Remote
Data Analyst,80 ,90,85000 ,,I.E.S.,"Dallas, TX",,,,,,,0,85000 ,Dallas, TX
Data Analyst (SQL),159 ,159,159100 ,3.6,Peraton,"Seaside, CA",10000+ Employees,2017.0,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),0,159100 ,Seaside, CA
Data Analyst,75 ,90,82500 ,,Research & Planning Consultants LP,Remote,,,,,,,0,82500 ,Remote,Remote
Junior Data Analyst,26.00 ,30.00,28.00 ,4.5,Veriant Solutions,"San Antonio, TX",1 to 50 Employees,2011.0,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),1,58240,San Antonio, TX
Jr. Data Analyst,34.00 ,36.00,35.00 ,4.9,Spartan Capital Group LLC,Remote,1 to 50 Employees,2018.0,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),1,72800,Remote,Remote
Statistical Data Analyst,60 ,80,70000 ,4.4,Pattern,"Omaha, NE",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,0,70000 ,Omaha, NE
Data Analyst,97 ,135,116000 ,3.6,KEYENCE,"Itasca, IL",5001 to 10000 Employees,1974.0,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 million (USD),0,116000 ,Itasca, IL
Underwriting Data Analyst I,47 ,78,60754 ,3.7,DentaQuest,"Boston, MA",1001 to 5000 Employees,2001.0,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),0,60754 ,Boston, MA
IT-Data Analyst,45 ,82,61021 ,3.9,Federated Mutual Insurance Company,"Owatonna, MN",1001 to 5000 Employees,1904.0,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,61021 ,Owatonna, MN
IT-Data Analyst,45 ,82,61021 ,3.9,Federated Mutual Insurance Company,"Owatonna, MN",1001 to 5000 Employees,1904.0,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,61021 ,Owatonna, MN
Research and Data Analyst,51 ,91,67848 ,4.1,Association of American Medical Colleges,"Washington, DC",501 to 1000 Employees,1876.0,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,67848 ,Washington, DC
Jr. Data Analyst,34.00 ,36.00,35.00 ,4.9,Spartan Capital Group LLC,Remote,1 to 50 Employees,2018.0,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),1,72800,Remote,Remote
Data Analyst,90 ,110,100000 ,4.6,Store Space Self Storage,"Greenwood Village, CO",201 to 500 Employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,100000 ,Greenwood Village, CO
Data Modelling Analyst,40 ,85,58299 ,3.9,Aurora Energy Research Limited,"Austin, TX",201 to 500 Employees,2013.0,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,0,58299 ,Austin, TX
Data Analyst + Apprentice (Entry-Level),35 ,45,40000 ,3.3,New Apprenticeship,"Raleigh, NC",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,0,40000 ,Raleigh, NC
Data Analyst,97 ,135,116000 ,3.6,KEYENCE,"Itasca, IL",5001 to 10000 Employees,1974.0,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 million (USD),0,116000 ,Itasca, IL
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta, GA
